"nerprun","pres","x","y"
"presence",1,-266936.799000576,160433.845198433
"presence",1,-266936.281997161,160431.13590026
"presence",1,-266936.199799932,160453.730104372
"presence",1,-266917.117000923,160125.901695064
"presence",1,-266928.53010206,160123.659804921
"presence",1,-266935.557103407,160113.613405169
"presence",1,-266935.190503505,160113.857598782
"presence",1,-266934.460296713,160113.930095799
"presence",1,-266918.750003553,160109.558200382
"presence",1,-266908.441301582,160077.247402135
"presence",1,-266980.524596077,160065.299703986
"presence",1,-266980.840498087,160066.112901565
"presence",1,-266980.288400605,160066.861999815
"presence",1,-266979.421098954,160066.467197277
"presence",1,-266980.000701207,160066.059203172
"presence",1,-266979.019102214,160065.689294762
"presence",1,-266979.320099885,160065.112200851
"presence",1,-266980.85800119,160066.784700556
"presence",1,-267069.827796576,160112.786500939
"presence",1,-267050.975901618,160101.415800904
"presence",1,-266954.390301963,160111.521899156
"presence",1,-266941.784097073,160067.916703537
"presence",1,-267001.125603671,160018.82490358
"presence",1,-266940.812196492,160036.154299145
"presence",1,-267083.855899538,160058.476104712
"presence",1,-267083.462700847,160058.974801286
"presence",1,-267084.091603734,160059.437999668
"presence",1,-267083.302199238,160059.593901385
"presence",1,-267082.738199438,160059.170405144
"presence",1,-267082.744396104,160058.338599404
"presence",1,-267056.973496604,160040.451302715
"presence",1,-267056.691100374,160041.03840396
"presence",1,-267056.478796778,160041.495294986
"presence",1,-267039.404397724,160051.33759953
"presence",1,-267082.631097799,160087.790394932
"presence",1,-267082.246702106,160087.37230269
"presence",1,-267081.943696455,160086.75810411
"presence",1,-267052.47919833,160094.579802882
"presence",1,-266943.53550146,160138.325905399
"presence",1,-266937.019000279,160137.391098368
"presence",1,-266923.402497477,160139.296597277
"presence",1,-266909.9226981,160133.319004383
"presence",1,-266906.738401094,160139.868400281
"presence",1,-266884.955501283,160136.560599263
"presence",1,-266879.020396199,160138.608001998
"presence",1,-266890.473099753,160125.349200338
"presence",1,-266925.898897211,160118.451404475
"presence",1,-266932.227998297,160119.293804916
"presence",1,-266940.853401075,160131.546601836
"presence",1,-266944.346601022,160134.426401105
"presence",1,-266946.963600939,160127.773202267
"presence",1,-266941.723803002,160123.453495982
"presence",1,-266917.515398468,160071.379096138
"presence",1,-266923.916997092,160077.710496576
"presence",1,-266923.590599988,160070.61119688
"presence",1,-266924.221200501,160077.654802893
"presence",1,-266921.224299975,160064.375303461
"presence",1,-266965.46779762,160074.029500906
"presence",1,-266965.092397589,160074.557495999
"presence",1,-266964.758501755,160073.708604219
"presence",1,-266964.322501838,160074.259694685
"presence",1,-266981.360400648,160083.521594952
"presence",1,-266980.085099822,160084.082302102
"presence",1,-266941.70000235,160093.231901752
"presence",1,-266946.748500994,160092.724897333
"presence",1,-266941.12350309,160106.397000884
"presence",1,-266949.956800198,160119.486197934
"presence",1,-266972.738503252,160131.018295952
"presence",1,-266989.088602931,160111.402798385
"presence",1,-267046.159600887,160105.213296551
"presence",1,-267013.374203774,160130.030999336
"presence",1,-267012.423602228,160129.762597662
"presence",1,-267012.764599819,160129.053895829
"presence",1,-266991.954297965,160043.232904876
"presence",1,-267092.982599437,160058.357105026
"presence",1,-267092.90090281,160059.03029536
"presence",1,-267091.853898045,160059.121603743
"presence",1,-267091.567399048,160058.437299502
"presence",1,-267087.631498126,160074.903004259
"presence",1,-267078.497301422,160076.347598276
"presence",1,-267071.060702845,160076.491999404
"presence",1,-267058.51110163,160071.015603085
"presence",1,-267079.22779597,160096.946403465
"presence",1,-267078.639997075,160096.068796304
"presence",1,-267077.559799689,160097.264698628
"presence",1,-266900.21920412,160372.282094936
"presence",1,-266899.532503693,160372.061404546
"presence",1,-266899.891099842,160372.552197543
"presence",1,-266900.307703714,160372.884797074
"presence",1,-266899.468796505,160372.846202622
"presence",1,-266906.629903532,160370.848504682
"presence",1,-266906.473495965,160370.937104915
"presence",1,-266898.588496622,160384.672305152
"presence",1,-266898.7605015,160384.163102424
"presence",1,-266898.148901151,160384.966901812
"presence",1,-266897.862700903,160385.369394918
"presence",1,-266898.944103423,160383.914095008
"presence",1,-266899.14799722,160383.646200318
"presence",1,-266897.677298514,160385.676996764
"presence",1,-266901.074398567,160380.787303431
"presence",1,-266901.345202357,160380.247298165
"presence",1,-266902.025999579,160379.093197663
"presence",1,-266902.296701167,160378.553198694
"presence",1,-266897.868096369,160383.241001411
"presence",1,-266897.269501156,160383.614504966
"presence",1,-266895.939003714,160384.239999776
"presence",1,-266898.816202359,160381.66430079
"presence",1,-266891.357801551,160388.075801433
"presence",1,-266872.753598698,160314.88889926
"presence",1,-266827.364898988,160286.953204246
"presence",1,-266818.593101805,160320.039799152
"presence",1,-266818.627699006,160321.249798033
"presence",1,-266811.188696712,160314.182500785
"presence",1,-266809.604796739,160313.201397879
"presence",1,-266810.540799015,160310.854600559
"presence",1,-266807.148299038,160307.006899274
"presence",1,-266989.579099911,160336.979698379
"presence",1,-266951.896299684,160200.320705092
"presence",1,-266955.78640212,160204.276704729
"presence",1,-266951.494698417,160207.98609915
"presence",1,-266945.766498982,160204.694499702
"presence",1,-266938.753199355,160208.13000356
"presence",1,-266938.617403192,160212.636396891
"presence",1,-266936.577199214,160218.237098567
"presence",1,-266932.859502877,160217.405296035
"presence",1,-266884.382899925,160265.671596217
"presence",1,-266877.651501426,160267.751200093
"presence",1,-266894.643696495,160274.419698125
"presence",1,-266894.956998409,160274.642496716
"presence",1,-266900.518596452,160262.30310357
"presence",1,-266951.488002613,160323.907001942
"presence",1,-266951.119801946,160324.175994785
"presence",1,-266883.28540117,160243.887596546
"presence",1,-266894.820798693,160367.542501749
"presence",1,-266894.636696194,160365.261198083
"presence",1,-266894.816300794,160363.496599461
"presence",1,-266895.909702987,160361.822802176
"presence",1,-266892.938503193,160361.828100555
"presence",1,-266874.028600065,160371.562204567
"presence",1,-266875.911699706,160370.955202905
"presence",1,-266877.256098202,160370.395094713
"presence",1,-266878.827200394,160369.652303693
"presence",1,-266836.335899356,160334.757202052
"presence",1,-266842.116997101,160327.514200444
"presence",1,-266837.877900705,160319.0141003
"presence",1,-267165.750502927,160054.774003626
"presence",1,-267204.920501983,159986.660298552
"presence",1,-267204.493099933,159987.824203378
"presence",1,-267203.431599394,159987.717501414
"presence",1,-267203.291697156,159986.779295003
"presence",1,-267229.309897882,160089.414202641
"presence",1,-266835.788603673,160160.243996061
"presence",1,-266876.414099689,160164.429401488
"presence",1,-266874.011099049,160155.60170095
"presence",1,-267098.148701331,160100.09799551
"presence",1,-267078.221998174,160055.252396178
"presence",1,-267228.658300257,159972.957598493
"presence",1,-266864.529302122,160176.652701255
"presence",1,-266850.535902469,160137.438196873
"presence",1,-266863.837598984,160146.650105088
"presence",1,-267312.387803221,160461.689303888
"presence",1,-267311.715396356,160462.062196334
"presence",1,-267316.155098354,160459.764498507
"presence",1,-267571.875101326,159888.888305456
"presence",1,-267555.960500181,159882.950304822
"presence",1,-267575.826497286,159892.94049992
"presence",1,-267600.519302256,159900.674503317
"presence",1,-267604.638003061,159900.89500298
"presence",1,-267604.291103309,159901.055500903
"presence",1,-267604.001100371,159900.747495136
"presence",1,-267604.426396597,159901.530003396
"presence",1,-267636.30490045,159947.958998559
"presence",1,-267656.545702584,159973.442303151
"presence",1,-267652.235199502,159971.952496533
"presence",1,-267656.84089798,159961.035503868
"presence",1,-267636.151801757,159960.190802531
"presence",1,-267629.652998669,159952.580300753
"presence",1,-267623.990802909,159958.695302994
"presence",1,-267628.481901102,159966.542595342
"presence",1,-267651.958396897,159997.941497493
"presence",1,-267608.665100379,159954.973602388
"presence",1,-267601.297003149,159950.178801684
"presence",1,-267588.603901745,159933.185901978
"presence",1,-267556.622901511,159918.163899322
"presence",1,-267555.808299893,159918.709402799
"presence",1,-267544.048503563,159900.843598607
"presence",1,-267492.976598546,159903.340996468
"presence",1,-267559.265000852,160228.708398395
"presence",1,-267567.862100447,160351.949098091
"presence",1,-267567.947997829,160353.669105053
"presence",1,-267565.81870125,160354.134500476
"presence",1,-267566.467400581,160355.601704996
"presence",1,-267564.374003529,160352.850900029
"presence",1,-267567.258696425,160347.740798861
"presence",1,-267571.714100569,160366.824004695
"presence",1,-267528.547296102,160197.829702307
"presence",1,-267520.188898934,160539.130197268
"presence",1,-267489.097400803,160606.609894832
"presence",1,-267407.563598116,160683.158396463
"presence",1,-267381.424700215,160678.123601961
"presence",1,-267383.539103392,160671.65119938
"presence",1,-267406.703200431,160645.237702795
"presence",1,-267713.885403298,159897.459995331
"presence",1,-267418.587902719,159510.479700912
"presence",1,-267418.236799562,159510.478395955
"presence",1,-268589.830297935,159497.564701145
"presence",1,-268589.49830255,159497.938401549
"presence",1,-268588.761397298,159497.627103199
"presence",1,-268589.222900158,159498.707994683
"presence",1,-268589.489399336,159496.666201484
"presence",1,-268588.156200173,159496.957098609
"presence",1,-268053.32959627,160265.870398561
"presence",1,-267015.35200104,160171.499602697
"presence",1,-268426.793303923,159456.128196577
"presence",1,-267768.451403413,159257.221900307
"presence",1,-268366.022501957,159638.605900778
"presence",1,-267696.075103662,159569.894703305
"presence",1,-267469.298700159,159482.452896432
"presence",1,-267472.990303798,159909.107096561
"presence",1,-267402.813598823,159900.280195869
"presence",1,-267231.849098285,160076.492402425
"presence",1,-267207.827300812,160019.438094801
"presence",1,-267188.0976976,160068.960798083
"presence",1,-267322.999296349,160012.435501142
"presence",1,-267956.079700676,160337.099902743
"presence",1,-267872.997500057,160189.336400872
"presence",1,-268982.506701584,159370.771399532
"presence",1,-267648.876296344,159463.310897278
"presence",1,-267595.365496106,159488.630704479
"presence",1,-268359.931397097,159114.788295772
"presence",1,-268332.992301519,159262.406702455
"presence",1,-268278.1624969,159211.027497148
"presence",1,-268017.886900018,159372.852900274
"presence",1,-268994.044503168,159419.496494634
"presence",1,-268316.168801277,159094.217705513
"presence",1,-267614.19979982,159883.552699546
"presence",1,-267578.481499527,159438.125002651
"presence",1,-267136.533298158,162707.724198354
"presence",1,-267136.112897206,162707.895998019
"presence",1,-267136.54029788,162708.001098877
"presence",1,-267134.482702364,162687.858797523
"presence",1,-267126.412701391,162708.975498578
"presence",1,-267120.068500391,162708.141602249
"presence",1,-267118.235101602,162701.027098929
"presence",1,-267229.237602707,162667.146597007
"presence",1,-267229.728500848,162671.786603581
"presence",1,-267230.220496416,162672.402105041
"presence",1,-267085.506303615,162477.193394638
"presence",1,-267199.958302079,162482.450104643
"presence",1,-267187.525599111,162484.391598339
"presence",1,-267186.039802492,162484.246099145
"presence",1,-267093.554796157,162520.414503441
"presence",1,-267092.697403212,162520.419401502
"presence",1,-267093.005600403,162518.669896731
"presence",1,-267062.340700833,162577.91520473
"presence",1,-267190.74029731,162483.454496434
"presence",1,-267189.602501528,162483.399096217
"presence",1,-267188.025702188,162483.203903482
"presence",1,-267195.091797366,162483.308994802
"presence",1,-267203.953100439,162481.956398721
"presence",1,-267214.916498063,162569.776694622
"presence",1,-267212.478499052,162718.253499319
"presence",1,-267229.224202696,162547.658796415
"presence",1,-270212.787697298,171122.692802928
"presence",1,-270211.08960326,171121.747003757
"presence",1,-270211.526196184,171123.133202802
"presence",1,-270212.261003376,171121.18949996
"presence",1,-270211.920699845,171122.125800173
"presence",1,-270220.698503544,171124.200098283
"presence",1,-270270.666600298,171135.135495029
"presence",1,-270269.79420216,171135.552905573
"presence",1,-270298.613503451,171141.683799968
"presence",1,-270298.2880028,171158.154295365
"presence",1,-270451.979495922,171211.364204115
"presence",1,-270400.344198611,171156.068003635
"presence",1,-270396.815701445,171159.350601032
"presence",1,-270399.003100082,171164.357704312
"presence",1,-270424.511497067,171187.869201092
"presence",1,-270462.320299593,171175.77260221
"presence",1,-270461.95460282,171165.50680535
"presence",1,-270463.671697554,171164.03020321
"presence",1,-270396.934897195,171159.529299935
"presence",1,-270396.657196683,171159.58150069
"presence",1,-270396.42360313,171159.386701791
"presence",1,-270397.105101438,171159.279605542
"presence",1,-270396.830198764,171159.135599508
"presence",1,-270396.558703574,171159.143397998
"presence",1,-270396.834503347,171159.787403206
"presence",1,-270396.3809,171159.656705202
"presence",1,-270396.588702042,171159.82249838
"presence",1,-270462.041996852,171176.021903546
"presence",1,-270467.471700236,171156.750595255
"presence",1,-270468.797903478,171155.255198037
"presence",1,-270471.612200344,171149.74789809
"presence",1,-270471.057600763,171150.660301512
"presence",1,-270472.136399262,171148.460099363
"presence",1,-270470.32729691,171149.126598386
"presence",1,-270472.649001081,171150.777703389
"presence",1,-270503.349497829,171170.588396909
"presence",1,-270502.98579973,171170.428195577
"presence",1,-270482.638600443,171152.793702353
"presence",1,-270449.640497714,171126.814894745
"presence",1,-270434.55170121,171114.254005428
"presence",1,-270413.966100446,171107.713197092
"presence",1,-270434.068897496,171114.239502281
"presence",1,-270398.620203385,171131.420795069
"presence",1,-270401.227298027,171132.803101665
"presence",1,-270401.417697676,171131.089202905
"presence",1,-270399.523201696,171130.907201962
"presence",1,-270398.149699429,171129.54830077
"presence",1,-270394.211503928,171133.321495314
"presence",1,-270393.228503193,171139.066502635
"presence",1,-270394.001899501,171133.250700541
"presence",1,-270393.000802956,171138.985999852
"presence",1,-270393.094402204,171138.629798019
"presence",1,-270392.707598249,171139.547900829
"presence",1,-270392.380596913,171139.096103479
"presence",1,-270407.682601583,171152.746300789
"presence",1,-270421.752397384,171152.535505189
"presence",1,-270431.53409995,171164.607097034
"presence",1,-270430.312696169,171164.181998783
"presence",1,-270430.452096199,171165.073701765
"presence",1,-270431.101902171,171163.761995432
"presence",1,-270430.834203007,171164.364103688
"presence",1,-270441.843002347,171172.792598355
"presence",1,-270439.761599392,171170.780700599
"presence",1,-270442.24739964,171168.98379916
"presence",1,-270443.996898069,171171.120800936
"presence",1,-270441.956697225,171170.943404819
"presence",1,-270451.179397414,171184.145599334
"presence",1,-270452.495402522,171171.510297861
"presence",1,-270451.798399867,171163.233501978
"presence",1,-270456.217101193,171157.349099625
"presence",1,-270455.781000984,171157.255300914
"presence",1,-270444.569896581,171153.679200151
"presence",1,-270426.940003654,171126.274599513
"presence",1,-270417.419997409,171123.809402622
"presence",1,-270427.625200517,171113.72029679
"presence",1,-270424.515099516,171119.696604255
"presence",1,-270448.426397129,171137.3386009
"presence",1,-270441.236499711,171131.158204448
"presence",1,-270440.735201993,171131.630097554
"presence",1,-270439.879601434,171131.546299539
"presence",1,-270440.492702836,171132.365001915
"presence",1,-270441.323697596,171132.111703573
"presence",1,-270457.636303754,171147.124802341
"presence",1,-270506.540199614,171290.417697762
"presence",1,-270493.262102536,171223.051202941
"presence",1,-270474.815801868,171204.224996077
"presence",1,-270487.848698176,171175.809099261
"presence",1,-270770.631099157,171831.771696557
"presence",1,-270770.423502053,171832.20319708
"presence",1,-270705.020603194,171523.87530223
"presence",1,-270703.688902995,171524.310696141
"presence",1,-270703.747001829,171523.101896788
"presence",1,-270756.953796371,171835.323502822
"presence",1,-270767.388003669,171828.588002178
"presence",1,-270776.404996657,171828.467504453
"presence",1,-270780.879199158,171823.448601423
"presence",1,-270765.974703373,171815.943195063
"presence",1,-270765.63760078,171815.486600086
"presence",1,-270745.387801045,171735.91620112
"presence",1,-270752.38970162,171715.912501352
"presence",1,-270729.916602879,171592.515702923
"presence",1,-270723.870900215,171578.187598584
"presence",1,-270716.171497513,171554.311097462
"presence",1,-270692.597900538,171515.683201055
"presence",1,-270689.440798445,171508.172601652
"presence",1,-270687.956199529,171505.82660342
"presence",1,-270695.782896732,171510.883795163
"presence",1,-270689.344202131,171508.240600677
"presence",1,-270744.726099749,171429.545505354
"presence",1,-270742.980298606,171433.912103546
"presence",1,-270745.280303514,171432.828594707
"presence",1,-270742.530900676,171430.977901674
"presence",1,-270715.706403472,171414.935805507
"presence",1,-270716.189497716,171356.366299926
"presence",1,-270691.51200173,171378.004395763
"presence",1,-270696.796302871,171377.991103388
"presence",1,-270690.599802319,171363.219797254
"presence",1,-270701.060102045,171396.961203893
"presence",1,-270692.564799219,171392.762798894
"presence",1,-270703.902300323,171403.002502079
"presence",1,-270704.685298214,171412.731700245
"presence",1,-270691.06869903,171413.966495897
"presence",1,-270711.178896592,171427.527003172
"presence",1,-270693.365796478,171436.133502138
"presence",1,-270707.486202218,171474.690401796
"presence",1,-270709.278497314,171534.818003451
"presence",1,-270737.962300366,171537.988297641
"presence",1,-270738.995501578,171551.270795577
"presence",1,-270738.953900542,171551.658902872
"presence",1,-270748.984596317,171507.777200453
"presence",1,-270736.41919613,171506.72360228
"presence",1,-270698.815003159,171360.761104393
"presence",1,-270705.557899141,171379.144297623
"presence",1,-270705.774402242,171379.611898099
"presence",1,-270711.926799506,171394.256603811
"presence",1,-270712.105097639,171397.049996083
"presence",1,-270722.236702548,171422.492394791
"presence",1,-270734.403096472,171422.078598579
"presence",1,-270737.949001297,171407.100699065
"presence",1,-270741.372799868,171391.541597042
"presence",1,-270741.071399535,171391.68110175
"presence",1,-270730.291099647,171393.697094788
"presence",1,-270724.111902194,171391.838596858
"presence",1,-270726.971398827,171407.23780238
"presence",1,-270723.722998518,171407.971802088
"presence",1,-270717.489200153,171400.763803866
"presence",1,-270715.484697682,171388.747695269
"presence",1,-270711.124603005,171374.608803717
"presence",1,-270719.570897768,171370.605103795
"presence",1,-270711.05770119,171374.871696259
"presence",1,-270710.660700478,171374.373996489
"presence",1,-270719.402798131,171370.320402298
"presence",1,-270722.933398257,171378.229794756
"presence",1,-270723.38720185,171378.474095184
"presence",1,-270731.135397377,171376.249202006
"presence",1,-270733.832102076,171361.007395444
"presence",1,-270742.572103169,171364.532904221
"presence",1,-270729.268199576,171341.961097536
"presence",1,-270708.517101889,171351.811596978
"presence",1,-270708.040103705,171352.335201732
"presence",1,-270701.102901889,171353.965496626
"presence",1,-270694.124499241,171342.711300467
"presence",1,-270726.341202727,171326.335799229
"presence",1,-270732.590297743,171326.749599286
"presence",1,-270725.072898672,171316.917401079
"presence",1,-270659.474896885,171002.40279455
"presence",1,-270659.703803657,171002.156603518
"presence",1,-270659.805797798,171002.444400219
"presence",1,-270659.71869983,171002.710695991
"presence",1,-270664.039699603,171008.857103059
"presence",1,-270670.31709795,170951.939704759
"presence",1,-270659.170098777,170949.137102737
"presence",1,-270664.749697425,170958.541296657
"presence",1,-270654.657502182,170972.757104502
"presence",1,-270668.693699033,170945.022698379
"presence",1,-270677.347199134,170953.63379592
"presence",1,-270684.71410347,170976.773202473
"presence",1,-270680.848200486,170978.925505013
"presence",1,-270710.649297287,171088.642203097
"presence",1,-270705.426103463,171086.440802353
"presence",1,-270707.321699358,171095.819101763
"presence",1,-270703.498897268,171097.082303844
"presence",1,-270698.284498592,171094.713498251
"presence",1,-270707.317701121,171095.953405241
"presence",1,-270703.494896679,171097.21649581
"presence",1,-270698.280403771,171094.847696801
"presence",1,-270671.513402282,171009.886996334
"presence",1,-270690.84620024,171083.998803044
"presence",1,-270692.700201831,171065.265600131
"presence",1,-270667.307498933,170992.598196483
"presence",1,-270622.881302486,171044.252502342
"presence",1,-270595.188301011,171049.70809498
"presence",1,-270668.340502462,170992.818401778
"presence",1,-270623.914297679,171044.472699268
"presence",1,-270596.221397124,171049.928302799
"presence",1,-270592.759302489,171053.951598306
"presence",1,-270531.993797315,171029.90699624
"presence",1,-270520.053597277,171029.052902382
"presence",1,-270518.80920386,171023.532000825
"presence",1,-270517.627603934,171024.062495082
"presence",1,-270517.831100162,171022.836397731
"presence",1,-270518.043903253,171023.508900526
"presence",1,-270482.837597672,171031.611501284
"presence",1,-270507.916698583,171012.334702558
"presence",1,-270500.63560403,171002.618795676
"presence",1,-270609.197496793,171075.082795225
"presence",1,-270656.885300091,171078.349299241
"presence",1,-270646.517896875,171090.930897289
"presence",1,-270637.8247964,171091.612697347
"presence",1,-270634.29079866,171080.478397929
"presence",1,-270652.302903521,171090.987997823
"presence",1,-270652.074399509,171091.010796647
"presence",1,-270687.776697194,171064.119602635
"presence",1,-270680.256898962,171046.797901558
"presence",1,-270582.916101325,171095.251400251
"presence",1,-270582.61229659,171095.487399184
"presence",1,-270578.729796933,171093.878997482
"presence",1,-270554.41920345,171105.318201748
"presence",1,-270548.827498675,171009.025898895
"presence",1,-270486.981200897,171129.829904788
"presence",1,-270486.688096384,171129.836598596
"presence",1,-270497.826703041,171135.702404204
"presence",1,-270511.37589852,171130.300896027
"presence",1,-270465.762796257,171122.486496461
"presence",1,-270451.859196318,171106.819698779
"presence",1,-270466.009801174,171106.496997861
"presence",1,-270450.289201541,171095.308600707
"presence",1,-270450.258699891,171095.542400678
"presence",1,-270445.2133002,171095.187902669
"presence",1,-270447.643003233,171098.424402311
"presence",1,-270440.544297964,171097.747100475
"presence",1,-270434.430303218,171101.016200764
"presence",1,-270599.134599117,171273.285204372
"presence",1,-270605.96090147,171266.373298321
"presence",1,-270623.114700573,171271.660199205
"presence",1,-270624.532499444,171267.698598943
"presence",1,-270625.012901071,171275.602296896
"presence",1,-270625.402496311,171282.687404844
"presence",1,-270625.406400997,171290.707895345
"presence",1,-270670.782403232,171312.595005242
"presence",1,-270699.288296993,171310.014203709
"presence",1,-270669.711101775,171312.495600014
"presence",1,-270698.216999584,171309.914704112
"presence",1,-270712.770503554,171310.418201521
"presence",1,-270715.972203396,171307.369102961
"presence",1,-270705.869796746,171316.990703357
"presence",1,-270696.716803674,171334.482203018
"presence",1,-270688.260399134,171339.197100346
"presence",1,-270682.584098733,171329.177697896
"presence",1,-270674.58890288,171335.697301776
"presence",1,-270682.272101901,171329.157501079
"presence",1,-270674.27700076,171335.677098831
"presence",1,-270682.591903592,171328.919197329
"presence",1,-270674.125801641,171335.327594532
"presence",1,-270674.70110296,171335.549798157
"presence",1,-270595.911101112,171278.364695527
"presence",1,-270588.123202322,171243.430501879
"presence",1,-270588.271597899,171246.171897506
"presence",1,-270588.094000123,171243.068096836
"presence",1,-270588.134801341,171243.712097347
"presence",1,-270588.301398998,171246.514302959
"presence",1,-270588.373801785,171246.777596425
"presence",1,-270582.704396076,171230.606600659
"presence",1,-270585.741300069,171221.284998087
"presence",1,-270585.498697333,171218.713899573
"presence",1,-270585.746102637,171219.073401506
"presence",1,-270585.602398126,171218.388399329
"presence",1,-270585.58889868,171218.059403028
"presence",1,-270584.915398059,171211.279403675
"presence",1,-270584.960600254,171211.4193947
"presence",1,-270585.044603243,171211.590302546
"presence",1,-270584.969900437,171211.112699214
"presence",1,-270585.049699065,171211.748894848
"presence",1,-270584.215700644,171206.170097506
"presence",1,-270574.796602629,171202.092696543
"presence",1,-270568.253103335,171199.659703268
"presence",1,-270564.836700539,171198.357202769
"presence",1,-270562.153997471,171197.113500194
"presence",1,-270681.289600113,171378.461303999
"presence",1,-270680.670902966,171378.61200547
"presence",1,-270681.546801606,171379.062004663
"presence",1,-270636.803101156,171365.748694821
"presence",1,-270636.676801506,171366.422596394
"presence",1,-270636.246496531,171365.943698382
"presence",1,-270637.151297818,171366.140399068
"presence",1,-270550.811903653,171286.887104388
"presence",1,-270550.858901944,171288.138096106
"presence",1,-270551.727496651,171287.423104202
"presence",1,-270550.077200116,171287.373197074
"presence",1,-270716.146403735,171504.628600946
"presence",1,-270717.227996958,171509.804996954
"presence",1,-270731.219997465,171515.383399797
"presence",1,-270729.184798692,171538.009101367
"presence",1,-270705.729000125,171501.269703756
"presence",1,-270705.589297636,171501.689100297
"presence",1,-270718.208701069,171543.883799369
"presence",1,-270718.094602545,171544.155602097
"presence",1,-270718.2125987,171544.455701323
"presence",1,-270682.912901072,171388.17420145
"presence",1,-270681.043501938,171379.840699142
"presence",1,-270651.706298706,171395.019004167
"presence",1,-270683.250898761,171375.870994481
"presence",1,-270652.668102827,171390.877605487
"presence",1,-270683.669697354,171375.794300294
"presence",1,-270653.086900331,171390.800897927
"presence",1,-270682.99630179,171379.144198714
"presence",1,-270682.377596843,171379.294899618
"presence",1,-270683.086496177,171379.75180164
"presence",1,-270682.927396295,171379.496799806
"presence",1,-270655.110198886,171387.831701193
"presence",1,-270667.906898159,171363.053103276
"presence",1,-270666.873498797,171356.876499343
"presence",1,-270653.652498759,171354.788801065
"presence",1,-270648.735798075,171359.229398821
"presence",1,-270647.472097787,171367.442201012
"presence",1,-270647.431798862,171367.726899771
"presence",1,-270629.228500211,171360.736396634
"presence",1,-270634.514596574,171356.759202529
"presence",1,-270626.054602818,171350.858303467
"presence",1,-270587.072100438,171337.97819824
"presence",1,-270538.773198631,171276.938198349
"presence",1,-270567.506503302,171295.022801684
"presence",1,-270567.100798793,171296.535296097
"presence",1,-270568.002896451,171296.117798781
"presence",1,-270566.285101247,171295.494199587
"presence",1,-270588.973396454,171324.313398646
"presence",1,-270588.80799813,171324.880199571
"presence",1,-270589.21199727,171324.828904074
"presence",1,-270588.331601211,171324.527000066
"presence",1,-270589.501696522,171324.350601725
"presence",1,-270590.692597252,171311.942800851
"presence",1,-270590.565702388,171312.463197392
"presence",1,-270590.950403151,171312.347697192
"presence",1,-270577.791299171,171276.163496879
"presence",1,-270570.355602624,171273.675598634
"presence",1,-270564.688196526,171270.950797298
"presence",1,-270571.207901042,171293.321999694
"presence",1,-270579.460901134,171281.467901333
"presence",1,-270576.642503478,171291.134198148
"presence",1,-270566.539900375,171302.341904493
"presence",1,-270590.459797775,171295.478503381
"presence",1,-270583.464501946,171316.973200101
"presence",1,-270501.150801436,171192.79939487
"presence",1,-270504.037703826,171210.50329842
"presence",1,-270504.000797408,171211.016697402
"presence",1,-270503.709899832,171210.707796736
"presence",1,-270537.516201021,171229.822598951
"presence",1,-270537.438100447,171230.013203882
"presence",1,-270537.151498746,171229.920200211
"presence",1,-270537.625997188,171230.079200545
"presence",1,-270537.402102482,171230.307602561
"presence",1,-270545.360002541,171271.315905588
"presence",1,-270545.457996349,171271.619000169
"presence",1,-270545.682202866,171271.427395867
"presence",1,-270544.762597244,171271.389498816
"presence",1,-270544.860598363,171271.692604878
"presence",1,-270545.084801875,171271.500900152
"presence",1,-270545.131898586,171271.792298995
"presence",1,-270545.229899676,171272.09540506
"presence",1,-270545.45409835,171271.903800372
"presence",1,-270544.888300131,171270.930298594
"presence",1,-270544.986301252,171271.23340466
"presence",1,-270545.210499948,171271.041799961
"presence",1,-270547.287801556,171248.478995096
"presence",1,-270547.445802461,171248.637495608
"presence",1,-270547.281797707,171248.6776979
"presence",1,-270547.021396982,171248.615602477
"presence",1,-270547.266400511,171248.28840209
"presence",1,-270544.734801017,171243.147999742
"presence",1,-270544.919899212,171243.410905098
"presence",1,-270544.59729639,171243.443995186
"presence",1,-270542.55410279,171250.609401033
"presence",1,-270540.254800315,171236.574098897
"presence",1,-270529.415097908,171224.130799004
"presence",1,-270559.061500084,171219.12020066
"presence",1,-270550.531502078,171234.731794932
"presence",1,-270549.165703679,171226.227596912
"presence",1,-270549.072300117,171226.482003057
"presence",1,-270544.245097966,171221.526697122
"presence",1,-270526.664203572,171201.607704991
"presence",1,-270516.516396336,171200.782901957
"presence",1,-270518.269597815,171190.536196188
"presence",1,-270518.040602446,171191.72989993
"presence",1,-270518.677903307,171191.213204313
"presence",1,-270517.654997301,171191.010802206
"presence",1,-270518.190497592,171191.026902858
"presence",1,-270511.134400734,171195.398602981
"presence",1,-270647.032102222,171340.989897403
"presence",1,-270634.728300911,171342.622605467
"presence",1,-270629.915696645,171340.050501508
"presence",1,-270628.492799772,171343.546302077
"presence",1,-270615.004000493,171335.653203336
"presence",1,-270582.449101747,171039.100802409
"presence",1,-270583.809696404,171038.742003154
"presence",1,-270455.833401568,171097.594997123
"presence",1,-270603.160901818,171376.942398375
"presence",1,-270376.49030153,171203.830905294
"presence",1,-266033.548401523,165360.960103956
"presence",1,-265928.819302927,164862.697099928
"presence",1,-265925.891596464,164863.226496145
"presence",1,-265917.179602452,164858.35689831
"presence",1,-265945.79380245,164863.725798946
"presence",1,-265954.935898177,164864.494102368
